_u,_v,dB(NearETotal)
0.8,10.4,-14.8379
1.6,10.4,-16.6779
2.4,10.4,-14.7145
3.2,10.4,-19.0786
4,10.4,-24.4372
4.8,10.4,-25.6031
5.6,10.4,-21.0951
6.4,10.4,-23.4026
7.2,10.4,-17.9315
8,10.4,-19.8142
8.8,10.4,-20.3646
9.6,10.4,-20.0645
10.4,10.4,-27.267
11.2,10.4,-24.5234
12,10.4,-29.9088
12.8,10.4,-23.176
13.6,10.4,-28.6683
14.4,10.4,-20.9278
15.2,10.4,-24.3684
16,10.4,-25.9377
16.8,10.4,-20.0522
17.6,10.4,-27.1323
18.4,10.4,-23.8925
19.2,10.4,-23.9345
20,10.4,-27.4884
-20,11.2,1.18998
-19.2,11.2,0.221809
-18.4,11.2,-0.794279
-17.6,11.2,0.565164
-16.8,11.2,-1.68331
-16,11.2,-6.55712
-15.2,11.2,-0.388806
-14.4,11.2,-1.73853
-13.6,11.2,-4.15831
-12.8,11.2,-6.48211
-12,11.2,-6.08349
-11.2,11.2,-3.24085
-10.4,11.2,-9.97074
-9.6,11.2,-7.75753
-8.8,11.2,-9.7332
-8,11.2,-11.4813
-7.2,11.2,-9.94295
-6.4,11.2,-8.46822
-5.6,11.2,-17.7502
-4.8,11.2,-20.1228
-4,11.2,-13.1924
-3.2,11.2,-11.5372
-2.4,11.2,-15.0547
-1.6,11.2,-12.259
-0.8,11.2,-12.8629
0,11.2,-11.9861
0.8,11.2,-13.797
1.6,11.2,-15.3815
2.4,11.2,-15.679
3.2,11.2,-16.0539
4,11.2,-14.6288
4.8,11.2,-22.925
5.6,11.2,-24.2782
6.4,11.2,-19.6441
7.2,11.2,-17.6734
8,11.2,-17.5302
8.8,11.2,-24.844
9.6,11.2,-22.2214
10.4,11.2,-24.5898
11.2,11.2,-22.3049
12,11.2,-24.9653
12.8,11.2,-31.6467
13.6,11.2,-30.1642
14.4,11.2,-25.498
15.2,11.2,-20.7153
16,11.2,-23.0451
16.8,11.2,-25.4012
17.6,11.2,-27.7851
18.4,11.2,-23.2381
19.2,11.2,-22.2228
20,11.2,-21.5587
-20,12,4.81063
-19.2,12,2.47755
-18.4,12,0.993072
-17.6,12,2.28573
-16.8,12,11.9925
-16,12,5.59599
-15.2,12,0.956851
-14.4,12,-1.1389
-13.6,12,-3.79073
-12.8,12,-2.36331
-12,12,-0.268451
-11.2,12,-6.07609
-10.4,12,-12.4602
-9.6,12,-6.51673
-8.8,12,-8.15642
-8,12,-13.8944
-7.2,12,-8.22668
-6.4,12,-16.7584
-5.6,12,-7.47332
-4.8,12,-14.2624
-4,12,-13.8126
-3.2,12,-16.1104
-2.4,12,-17.5039
-1.6,12,-13.7341
-0.8,12,-18.1511
0,12,-15.2421
0.8,12,-13.5236
1.6,12,-18.05
2.4,12,-21.0081
3.2,12,-16.3971
4,12,-16.6238
4.8,12,-19.2761
5.6,12,-22.4403
6.4,12,-24.194
7.2,12,-20.5754
8,12,-18.5177
8.8,12,-24.7667
9.6,12,-29.7067
10.4,12,-24.4072
11.2,12,-20.9206
12,12,-25.9663
12.8,12,-26.4958
13.6,12,-31.3319
14.4,12,-23.2906
15.2,12,-29.6004
16,12,-23.3126
16.8,12,-28.4894
17.6,12,-26.0117
18.4,12,-25.4218
19.2,12,-27.8174
20,12,-28.1654
-20,12.8,0.925745
-19.2,12.8,4.24029
-18.4,12.8,1.25862
-17.6,12.8,2.50557
-16.8,12.8,4.04418
-16,12.8,0.814184
-15.2,12.8,1.44069
-14.4,12.8,1.86581
-13.6,12.8,4.88671
-12.8,12.8,-1.69702
-12,12.8,-1.31804
-11.2,12.8,-3.29397
-10.4,12.8,-8.3013
-9.6,12.8,-11.5875
-8.8,12.8,-6.33647
-8,12.8,-9.68357
-7.2,12.8,-12.6487
-6.4,12.8,-17.2017
-5.6,12.8,-10.2553
-4.8,12.8,-10.0278
-4,12.8,-22.1363
-3.2,12.8,-17.407
-2.4,12.8,-16.8663
-1.6,12.8,-16.1518
-0.8,12.8,-17.2849
0,12.8,-13.4067
0.8,12.8,-16.9743
1.6,12.8,-15.786
2.4,12.8,-22.0349
3.2,12.8,-24.0489
4,12.8,-17.195
4.8,12.8,-22.8625
5.6,12.8,-21.9159
6.4,12.8,-15.4491
7.2,12.8,-21.4419
8,12.8,-29.3616
8.8,12.8,-25.5374
9.6,12.8,-22.2409
10.4,12.8,-27.8174
11.2,12.8,-20.1417
12,12.8,-18.8152
12.8,12.8,-21.4995
13.6,12.8,-24.1442
14.4,12.8,-19.1986
15.2,12.8,-23.6685
16,12.8,-31.3927
16.8,12.8,-27.2769
17.6,12.8,-29.3193
18.4,12.8,-20.8371
19.2,12.8,-32.1635
20,12.8,-28.9815
-20,13.6,0.405345
-19.2,13.6,5.08256
-18.4,13.6,-0.320502
-17.6,13.6,3.97696
-16.8,13.6,2.17969
-16,13.6,4.65649
-15.2,13.6,0.166861
-14.4,13.6,1.48941
-13.6,13.6,1.9901
-12.8,13.6,-2.99114
-12,13.6,4.74283
-11.2,13.6,0.802295
-10.4,13.6,-6.26484
-9.6,13.6,-11.1662
-8.8,13.6,-17.8973
-8,13.6,-11.448
-7.2,13.6,-15.8157
-6.4,13.6,-7.77466
-5.6,13.6,-11.0109
-4.8,13.6,-10.4018
-4,13.6,-19.5622
-3.2,13.6,-13.7232
-2.4,13.6,-22.0835
-1.6,13.6,-10.3073
-0.8,13.6,-12.767
0,13.6,-16.4323
0.8,13.6,-19.1424
1.6,13.6,-23.6659
2.4,13.6,-19.9427
3.2,13.6,-24.8275
4,13.6,-17.5003
4.8,13.6,-20.0336
5.6,13.6,-16.2627
6.4,13.6,-19.5565
7.2,13.6,-22.9782
8,13.6,-19.8393
8.8,13.6,-23.0957
9.6,13.6,-19.5579
10.4,13.6,-25.4235
11.2,13.6,-27.4846
12,13.6,-22.3549
12.8,13.6,-28.0721
13.6,13.6,-23.6819
14.4,13.6,-22.6009
15.2,13.6,-28.8202
16,13.6,-24.6194
16.8,13.6,-26.6791
17.6,13.6,-27.4019
18.4,13.6,-25.7239
19.2,13.6,-28.4839
20,13.6,-25.3946
-20,14.4,3.03175
-19.2,14.4,2.66902
-18.4,14.4,2.35986
-17.6,14.4,1.21665
-16.8,14.4,2.99938
-16,14.4,3.64769
-15.2,14.4,3.69486
-14.4,14.4,3.33115
-13.6,14.4,4.23967
-12.8,14.4,-0.267164
-12,14.4,-0.278397
-11.2,14.4,-0.557316
-10.4,14.4,-7.03159
-9.6,14.4,-15.9605
-8.8,14.4,-13.409
-8,14.4,-13.7923
-7.2,14.4,-8.54483
-6.4,14.4,-9.80048
-5.6,14.4,-14.1266
-4.8,14.4,-11.9862
-4,14.4,-12.8941
-3.2,14.4,-13.7949
-2.4,14.4,-12.8003
-1.6,14.4,-11.4152
-0.8,14.4,-11.8184
0,14.4,-16.117
0.8,14.4,-20.0476
1.6,14.4,-22.8651
2.4,14.4,-20.099
3.2,14.4,-25.1805
4,14.4,-19.6473
4.8,14.4,-16.5202
5.6,14.4,-16.7931
6.4,14.4,-15.8831
7.2,14.4,-13.9967
8,14.4,-24.4966
8.8,14.4,-21.0054
9.6,14.4,-24.249
10.4,14.4,-24.7796
11.2,14.4,-20.0976
12,14.4,-24.7164
12.8,14.4,-25.2327
13.6,14.4,-24.35
14.4,14.4,-24.6425
15.2,14.4,-23.0069
16,14.4,-28.9735
16.8,14.4,-31.6959
17.6,14.4,-22.6147
18.4,14.4,-29.4349
19.2,14.4,-28.2118
20,14.4,-25.3752
-20,15.2,10.8165
-19.2,15.2,1.91904
-18.4,15.2,5.57086
-17.6,15.2,1.72158
-16.8,15.2,4.10069
-16,15.2,4.93326
-15.2,15.2,4.9083
-14.4,15.2,0.346051
-13.6,15.2,-0.478038
-12.8,15.2,2.62317
-12,15.2,-0.190927
-11.2,15.2,4.05562
-10.4,15.2,-13.4328
-9.6,15.2,-5.89567
-8.8,15.2,-11.8009
-8,15.2,-9.95605
-7.2,15.2,-10.1976
-6.4,15.2,-8.53451
-5.6,15.2,-10.8123
-4.8,15.2,-14.2962
-4,15.2,-10.1613
-3.2,15.2,-12.1671
-2.4,15.2,-14.0642
-1.6,15.2,-18.3
-0.8,15.2,-11.1209
0,15.2,-13.027
0.8,15.2,-15.9052
1.6,15.2,-21.5909
2.4,15.2,-15.4421
3.2,15.2,-26.1827
4,15.2,-19.4852
4.8,15.2,-20.0028
5.6,15.2,-21.2044
6.4,15.2,-18.0981
7.2,15.2,-13.6979
8,15.2,-19.3057
8.8,15.2,-17.9033
9.6,15.2,-23.048
10.4,15.2,-15.3013
11.2,15.2,-26.3847
12,15.2,-24.627
12.8,15.2,-28.3481
13.6,15.2,-26.1559
14.4,15.2,-26.1654
15.2,15.2,-25.0742
16,15.2,-38.6407
16.8,15.2,-27.0536
17.6,15.2,-23.2031
18.4,15.2,-24.0142
19.2,15.2,-26.5959
20,15.2,-22.9061
-20,16,1.80724
-19.2,16,3.85672
-18.4,16,2.45338
-17.6,16,4.59394
-16.8,16,5.20159
-16,16,4.09056
-15.2,16,7.36958
-14.4,16,4.04668
-13.6,16,3.38668
-12.8,16,5.21938
-12,16,2.87802
-11.2,16,2.22394
-10.4,16,-11.1254
-9.6,16,-6.27888
-8.8,16,-9.82878
-8,16,-12.1387
-7.2,16,-15.0537
-6.4,16,-1.87074
-5.6,16,-13.9134
-4.8,16,-7.46822
-4,16,-11.4152
-3.2,16,-15.6108
-2.4,16,-9.54057
-1.6,16,-9.46888
-0.8,16,-12.48
0,16,-22.6688
0.8,16,-17.4665
1.6,16,-14.5785
2.4,16,-23.9984
3.2,16,-23.2953
4,16,-24.5993
4.8,16,-18.9773
5.6,16,-14.3412
6.4,16,-21.6591
7.2,16,-17.9066
8,16,-17.5575
8.8,16,-17.7645
9.6,16,-23.3994
10.4,16,-23.505
11.2,16,-19.8533
12,16,-25.4544
12.8,16,-22.4526
13.6,16,-27.5224
14.4,16,-23.8159
15.2,16,-29.1777
16,16,-24.1069
16.8,16,-27.5462
17.6,16,-29.7922
18.4,16,-25.1083
19.2,16,-28.9132
20,16,-29.5524
-20,16.8,4.72569
-19.2,16.8,5.49147
-18.4,16.8,4.08595
-17.6,16.8,4.79012
-16.8,16.8,4.82914
-16,16.8,4.16909
-15.2,16.8,5.86645
-14.4,16.8,2.27639
-13.6,16.8,3.29585
-12.8,16.8,5.4188
-12,16.8,3.2262
-11.2,16.8,0.465653
-10.4,16.8,-3.66707
-9.6,16.8,-8.01614
-8.8,16.8,-7.69722
-8,16.8,-14.2686
-7.2,16.8,-9.72159
-6.4,16.8,-10.3415
-5.6,16.8,-17.0686
-4.8,16.8,-9.97187
-4,16.8,-10.0384
-3.2,16.8,-18.7936
-2.4,16.8,-19.0037
-1.6,16.8,-9.25835
-0.8,16.8,-13.8778
0,16.8,-9.29963
0.8,16.8,-15.7133
1.6,16.8,-17.1988
2.4,16.8,-16.3813
3.2,16.8,-24.3893
4,16.8,-18.6462
4.8,16.8,-19.5375
5.6,16.8,-20.9402
6.4,16.8,-13.4533
7.2,16.8,-18.248
8,16.8,-22.5911
8.8,16.8,-22.0286
9.6,16.8,-21.5762
10.4,16.8,-24.3117
11.2,16.8,-17.7739
12,16.8,-21.4472
12.8,16.8,-27.0187
13.6,16.8,-22.4443
14.4,16.8,-29.7536
15.2,16.8,-28.2855
16,16.8,-22.7675
16.8,16.8,-24.8476
17.6,16.8,-25.4201
18.4,16.8,-23.4793
19.2,16.8,-22.4879
20,16.8,-25.8753
-20,17.6,6.10591
-19.2,17.6,3.57334
-18.4,17.6,0.932971
-17.6,17.6,5.36781
-16.8,17.6,4.04463
-16,17.6,5.06266
-15.2,17.6,3.89788
-14.4,17.6,2.31313
-13.6,17.6,1.11036
-12.8,17.6,2.48495
-12,17.6,2.23081
-11.2,17.6,3.71
-10.4,17.6,-3.40656
-9.6,17.6,-3.12395
-8.8,17.6,-10.9308
-8,17.6,-7.79411
-7.2,17.6,-11.2944
-6.4,17.6,-16.4941
-5.6,17.6,-15.8549
-4.8,17.6,-13.4788
-4,17.6,-9.45152
-3.2,17.6,-8.79667
-2.4,17.6,-13.5523
-1.6,17.6,-25.7829
-0.8,17.6,-13.8022
0,17.6,-15.3249
0.8,17.6,-17.6459
1.6,17.6,-24.5295
2.4,17.6,-18.4935
3.2,17.6,-19.6637
4,17.6,-24.9809
4.8,17.6,-18.2221
5.6,17.6,-22.2544
6.4,17.6,-25.6194
7.2,17.6,-22.2311
8,17.6,-21.0959
8.8,17.6,-21.0122
9.6,17.6,-23.3532
10.4,17.6,-26.3069
11.2,17.6,-26.0102
12,17.6,-19.0853
12.8,17.6,-27.9129
13.6,17.6,-23.5627
14.4,17.6,-19.9656
15.2,17.6,-29.7973
16,17.6,-25.3184
16.8,17.6,-30.6436
17.6,17.6,-28.1774
18.4,17.6,-23.4847
19.2,17.6,-24.58
20,17.6,-26.3102
-20,18.4,5.1247
-19.2,18.4,7.33758
-18.4,18.4,4.43823
-17.6,18.4,5.48038
-16.8,18.4,5.43666
-16,18.4,1.3087
-15.2,18.4,5.83104
-14.4,18.4,3.8249
-13.6,18.4,4.66018
-12.8,18.4,1.15402
-12,18.4,-0.415889
-11.2,18.4,3.00435
-10.4,18.4,1.37075
-9.6,18.4,-1.5614
-8.8,18.4,-2.72448
-8,18.4,-10.3543
-7.2,18.4,-14.5148
-6.4,18.4,-19.5318
-5.6,18.4,-16.1199
-4.8,18.4,-11.273
-4,18.4,-10.7192
-3.2,18.4,-8.0419
-2.4,18.4,-13.8517
-1.6,18.4,-17.5175
-0.8,18.4,-11.4526
0,18.4,-15.6841
0.8,18.4,-23.9554
1.6,18.4,-24.6458
2.4,18.4,-21.8051
3.2,18.4,-17.5529
4,18.4,-20.6913
4.8,18.4,-23.0509
5.6,18.4,-16.7619
6.4,18.4,-16.2891
7.2,18.4,-26.193
8,18.4,-16.6567
8.8,18.4,-17.6838
9.6,18.4,-19.1683
10.4,18.4,-25.7069
11.2,18.4,-22.1786
12,18.4,-23.0012
12.8,18.4,-19.0246
13.6,18.4,-28.2159
14.4,18.4,-21.3553
15.2,18.4,-26.922
16,18.4,-19.4478
16.8,18.4,-25.845
17.6,18.4,-24.2795
18.4,18.4,-27.4642
19.2,18.4,-21.4106
20,18.4,-24.8484
-20,19.2,4.18761
-19.2,19.2,2.14688
-18.4,19.2,1.97132
-17.6,19.2,5.66006
-16.8,19.2,5.21865
-16,19.2,-2.66054
-15.2,19.2,6.26089
-14.4,19.2,3.84527
-13.6,19.2,4.72271
-12.8,19.2,1.75976
-12,19.2,0.855349
-11.2,19.2,2.58243
-10.4,19.2,1.03564
-9.6,19.2,-1.74056
-8.8,19.2,-2.10903
-8,19.2,-6.57518
-7.2,19.2,-7.92572
-6.4,19.2,-9.84058
-5.6,19.2,-10.6144
-4.8,19.2,-11.9838
-4,19.2,-13.0343
-3.2,19.2,-18.3148
-2.4,19.2,-20.2645
-1.6,19.2,-31.6422
-0.8,19.2,-19.5462
0,19.2,-13.0961
0.8,19.2,-20.1543
1.6,19.2,-18.6151
2.4,19.2,-17.822
3.2,19.2,-25.0317
4,19.2,-23.1385
4.8,19.2,-16.02
5.6,19.2,-18.3944
6.4,19.2,-12.3962
7.2,19.2,-20.1647
8,19.2,-17.3377
8.8,19.2,-16.0632
9.6,19.2,-24.0437
10.4,19.2,-16.5226
11.2,19.2,-21.3075
12,19.2,-23.4115
12.8,19.2,-30.2876
13.6,19.2,-19.6547
14.4,19.2,-19.81
15.2,19.2,-22.0076
16,19.2,-24.0404
16.8,19.2,-19.8918
17.6,19.2,-23.6762
18.4,19.2,-24.6462
19.2,19.2,-26.0032
20,19.2,-26.6537
-20,20,5.58241
-19.2,20,4.28747
-18.4,20,1.93463
-17.6,20,9.70467
-16.8,20,3.35423
-16,20,1.18867
-15.2,20,1.38054
-14.4,20,8.16584
-13.6,20,2.87834
-12.8,20,1.57363
-12,20,-2.06107
-11.2,20,0.271118
-10.4,20,1.65797
-9.6,20,2.91858
-8.8,20,-4.68647
-8,20,-6.94015
-7.2,20,4.03935
-6.4,20,-13.0267
-5.6,20,-7.99405
-4.8,20,-16.8656
-4,20,-14.8996
-3.2,20,-14.4382
-2.4,20,-16.3812
-1.6,20,-16.2455
-0.8,20,-18.4416
0,20,-16.7615
0.8,20,-18.6069
1.6,20,-19.4922
2.4,20,-14.7606
3.2,20,-17.1604
4,20,-21.3524
4.8,20,-25.7737
5.6,20,-23.8707
6.4,20,-17.846
7.2,20,-15.7094
8,20,-19.1882
8.8,20,-17.1321
9.6,20,-21.6535
10.4,20,-22.4102
11.2,20,-19.8491
12,20,-31.7465
12.8,20,-20.8385
13.6,20,-19.7771
14.4,20,-22.9705
15.2,20,-25.6484
16,20,-19.1097
16.8,20,-22.0058
17.6,20,-24.013
18.4,20,-28.7386
19.2,20,-24.9015
20,20,-28.1369
