CURVE1 (cv_her_20.dta )
Vf (V vs. Ref.)	Im (A)
1.73596e+0	3.30052e-2
1.74604e+0	3.34543e-2
1.75599e+0	3.3879e-2
1.76604e+0	3.42518e-2
1.77598e+0	3.46322e-2
1.78597e+0	3.51114e-2
1.79601e+0	3.56354e-2
1.80608e+0	3.60766e-2
1.81604e+0	3.64787e-2
1.82599e+0	3.69243e-2
1.83594e+0	3.72713e-2
1.84607e+0	3.77094e-2
1.85602e+0	3.82717e-2
1.86602e+0	3.86501e-2
1.87596e+0	3.90604e-2
1.88594e+0	3.95383e-2
1.89606e+0	4.00644e-2
1.90606e+0	4.04384e-2
1.91603e+0	4.09127e-2
1.92599e+0	4.13147e-2
1.93599e+0	4.17626e-2
1.94604e+0	4.22486e-2
1.95607e+0	4.26572e-2
1.966e+0	4.32402e-2
1.97595e+0	4.36786e-2
1.986e+0	4.42206e-2
1.99605e+0	4.46098e-2
2.00603e+0	4.50544e-2
2.01603e+0	4.54562e-2
2.026e+0	4.59825e-2
2.03598e+0	4.63768e-2
2.04614e+0	4.69498e-2
2.05602e+0	4.75398e-2
2.06603e+0	4.79173e-2
2.07603e+0	4.84017e-2
2.08604e+0	4.87853e-2
2.09599e+0	4.93523e-2
2.10604e+0	4.99549e-2
2.11602e+0	5.02679e-2
2.12605e+0	5.07055e-2
2.13598e+0	5.12123e-2
2.14591e+0	5.15689e-2
2.1561e+0	5.20373e-2
2.16606e+0	5.25943e-2
2.17605e+0	5.30619e-2
2.18604e+0	5.3566e-2
2.19594e+0	5.38776e-2
2.2061e+0	5.47862e-2
2.21607e+0	5.51148e-2
2.22604e+0	5.54957e-2
2.23601e+0	5.57309e-2
2.24595e+0	5.61085e-2
2.25605e+0	5.66797e-2
2.2661e+0	5.70485e-2
2.27606e+0	5.74673e-2
2.286e+0	5.76046e-2
2.29597e+0	5.82329e-2
2.30612e+0	5.87681e-2
2.31609e+0	5.95134e-2
2.32606e+0	5.99841e-2
2.33605e+0	6.02817e-2
2.34596e+0	6.0906e-2
2.35613e+0	6.141e-2
2.36611e+0	6.17981e-2
2.37609e+0	6.20659e-2
2.38609e+0	6.27628e-2
2.39606e+0	6.30927e-2
2.40612e+0	6.34913e-2
2.41607e+0	6.40361e-2
2.42607e+0	6.45384e-2
2.43606e+0	6.49156e-2
2.44607e+0	6.56198e-2
2.45612e+0	6.62791e-2
2.46609e+0	6.68463e-2
2.47609e+0	6.73199e-2
2.48608e+0	6.80055e-2
2.49609e+0	6.81432e-2
2.50617e+0	6.88599e-2
2.51612e+0	6.96885e-2
2.5261e+0	6.99083e-2
2.53603e+0	7.02523e-2
2.54604e+0	7.08028e-2
2.55603e+0	7.11908e-2
2.56617e+0	7.18047e-2
2.57615e+0	7.2336e-2
2.58614e+0	7.2701e-2
2.59613e+0	7.33627e-2
2.60605e+0	7.36821e-2
2.61606e+0	7.40151e-2
2.6261e+0	7.46585e-2
2.63605e+0	7.51768e-2
2.64599e+0	7.56998e-2
2.65598e+0	7.64123e-2
2.66614e+0	7.69333e-2
2.67615e+0	7.71443e-2
2.68613e+0	7.78409e-2
2.69607e+0	7.83169e-2
2.70606e+0	7.89119e-2
2.71612e+0	7.93061e-2
2.72612e+0	8.01149e-2
2.7361e+0	8.05279e-2
2.74605e+0	8.08496e-2
2.75602e+0	8.13308e-2
2.76611e+0	8.20894e-2
2.7761e+0	8.26939e-2
2.78607e+0	8.33015e-2
2.79608e+0	8.36313e-2
2.80603e+0	8.41138e-2
2.81617e+0	8.46468e-2
2.82613e+0	8.50709e-2
2.8361e+0	8.56942e-2
2.84612e+0	8.65968e-2
2.85609e+0	8.6847e-2
2.86612e+0	8.74394e-2
2.87608e+0	8.80409e-2
2.88608e+0	8.89139e-2
2.89605e+0	8.93097e-2
2.90608e+0	8.97621e-2
2.91612e+0	9.05355e-2
2.92615e+0	9.10311e-2
2.93614e+0	9.1704e-2
2.9461e+0	9.21209e-2
2.95611e+0	9.26017e-2
2.966e+0	9.35613e-2
2.97614e+0	9.41825e-2
2.98605e+0	9.44437e-2
2.99612e+0	9.52981e-2
